test_id,applicability,applicability_predicate,applicability_evidence,decision_rule_ref,decided_by,decided_at,default_status,owner_stage
E2E-020,APPLICABLE_MANUAL,conditional-human,registry predicate conditional-human; probe HUMAN PRESENT: src/domain 74 references to HUMAN_REQUIRED; tests/ui/a11y.spec.ts human gate recorded as EXTERNAL_REQUIRED,topic:human->probe:HUMAN,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-021
GEN-001,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the surface this ID names (static-analysis); probe STATIC_ANALYSIS PRESENT: scripts/lint.sh static lint stage; scripts/security-check.sh security contract suites and scans; scripts/reality-gate.sh placeholder and simulation scan,predicate:evaluate->topic:static-analysis,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-004
GEN-002,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the surface this ID names (supply-chain); probe SUPPLY_CHAIN PRESENT: scripts/dependency-audit.sh advisory scan and CycloneDX SBOM; package-lock.json locked dependency set,predicate:evaluate->topic:supply-chain,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-004
GEN-003,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the surface this ID names (supply-chain); probe SUPPLY_CHAIN PRESENT: scripts/dependency-audit.sh advisory scan and CycloneDX SBOM; package-lock.json locked dependency set,predicate:evaluate->topic:supply-chain,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-004
GEN-004,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the surface this ID names (supply-chain); probe SUPPLY_CHAIN PRESENT: scripts/dependency-audit.sh advisory scan and CycloneDX SBOM; package-lock.json locked dependency set,predicate:evaluate->topic:supply-chain,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-004
GEN-005,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the surface this ID names (secrets); probe SECRETS PRESENT: src/adapters/secrets/secret-resolver.ts resolution by reference; src/adapters/crypto/local-key-provider.ts local key material provider,predicate:evaluate->topic:secrets,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
GEN-006,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the surface this ID names (secrets); probe SECRETS PRESENT: src/adapters/secrets/secret-resolver.ts resolution by reference; src/adapters/crypto/local-key-provider.ts local key material provider,predicate:evaluate->topic:secrets,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-004
GEN-007,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the surface this ID names (secret-scan); probe SECRET_SCAN PRESENT: scripts/secret-scan.sh planted-shape secret scan,predicate:evaluate->topic:secret-scan,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-004
GEN-008,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the surface this ID names (code-analysis); probe STATIC_ANALYSIS PRESENT: scripts/lint.sh static lint stage; scripts/security-check.sh security contract suites and scans; scripts/reality-gate.sh placeholder and simulation scan,predicate:evaluate->topic:code-analysis,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-004
GEN-009,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the surface this ID names (code-analysis); probe STATIC_ANALYSIS PRESENT: scripts/lint.sh static lint stage; scripts/security-check.sh security contract suites and scans; scripts/reality-gate.sh placeholder and simulation scan,predicate:evaluate->topic:code-analysis,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
GEN-010,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the surface this ID names (static-analysis); probe STATIC_ANALYSIS PRESENT: scripts/lint.sh static lint stage; scripts/security-check.sh security contract suites and scans; scripts/reality-gate.sh placeholder and simulation scan,predicate:evaluate->topic:static-analysis,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-004
GEN-011,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the surface this ID names (static-analysis); probe STATIC_ANALYSIS PRESENT: scripts/lint.sh static lint stage; scripts/security-check.sh security contract suites and scans; scripts/reality-gate.sh placeholder and simulation scan,predicate:evaluate->topic:static-analysis,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-004
GEN-012,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the surface this ID names (audit-integrity); probe AUDIT PRESENT: src/adapters/persistence 2 audit-path module(s); config/alerts/catalogue.json audit-related alert rows,predicate:evaluate->topic:audit-integrity,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-004
GEN-013,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the surface this ID names (observability); probe OBSERVABILITY PRESENT: config/metrics/catalogue.json 42 metric families; config/alerts/catalogue.json 20 alert rows; config/slo/objectives.json 5 objective(s),predicate:evaluate->topic:observability,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-004
GEN-014,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the surface this ID names (static-analysis); probe STATIC_ANALYSIS PRESENT: scripts/lint.sh static lint stage; scripts/security-check.sh security contract suites and scans; scripts/reality-gate.sh placeholder and simulation scan,predicate:evaluate->topic:static-analysis,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-004
GEN-015,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the surface this ID names (dynamic-analysis); probe DYNAMIC_TESTING PRESENT: scripts/induced-failure-readiness.sh induced failure across every declared dependency; scripts/gate-observability.sh observability gate that runs the induced-failure stage; tests/db integration suites against a provisioned database,predicate:evaluate->topic:dynamic-analysis,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
GEN-016,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the surface this ID names (dynamic-analysis); probe DYNAMIC_TESTING PRESENT: scripts/induced-failure-readiness.sh induced failure across every declared dependency; scripts/gate-observability.sh observability gate that runs the induced-failure stage; tests/db integration suites against a provisioned database,predicate:evaluate->topic:dynamic-analysis,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
GEN-017,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the surface this ID names (runtime); probe SERVICE PRESENT: src/infrastructure/main.ts packaged entry point,predicate:evaluate->topic:runtime,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
GEN-018,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the surface this ID names (dynamic-analysis); probe DYNAMIC_TESTING PRESENT: scripts/induced-failure-readiness.sh induced failure across every declared dependency; scripts/gate-observability.sh observability gate that runs the induced-failure stage; tests/db integration suites against a provisioned database,predicate:evaluate->topic:dynamic-analysis,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-021
GEN-019,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the surface this ID names (dynamic-analysis); probe DYNAMIC_TESTING PRESENT: scripts/induced-failure-readiness.sh induced failure across every declared dependency; scripts/gate-observability.sh observability gate that runs the induced-failure stage; tests/db integration suites against a provisioned database,predicate:evaluate->topic:dynamic-analysis,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
GEN-020,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the security and architecture surface actually present; evidence src/http/plugins/scope-guard.ts scope and role gate; src/http/plugins/step-up.ts step-up gate; src/application/security/authorization-matrix.ts DENY-by-default matrix; src/http/routes 19 route module(s); src/http/openapi/registry.ts declared route registry,predicate:evaluate->security-and-architecture-surface,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-021
GEN-021,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the security and architecture surface actually present; evidence src/http/plugins/scope-guard.ts scope and role gate; src/http/plugins/step-up.ts step-up gate; src/application/security/authorization-matrix.ts DENY-by-default matrix; src/http/routes 19 route module(s); src/http/openapi/registry.ts declared route registry,predicate:evaluate->security-and-architecture-surface,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-021
GEN-022,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the security and architecture surface actually present; evidence src/http/plugins/scope-guard.ts scope and role gate; src/http/plugins/step-up.ts step-up gate; src/application/security/authorization-matrix.ts DENY-by-default matrix; src/http/routes 19 route module(s); src/http/openapi/registry.ts declared route registry,predicate:evaluate->security-and-architecture-surface,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
GEN-023,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the surface this ID names (incident); probe INCIDENT PRESENT: docs/runbooks/operations/incident-response.md incident procedure; config/alerts/catalogue.json 20 alert rows with runbooks,predicate:evaluate->topic:incident,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
GEN-024,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the surface this ID names (dynamic-analysis); probe DYNAMIC_TESTING PRESENT: scripts/induced-failure-readiness.sh induced failure across every declared dependency; scripts/gate-observability.sh observability gate that runs the induced-failure stage; tests/db integration suites against a provisioned database,predicate:evaluate->topic:dynamic-analysis,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
GEN-025,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the surface this ID names (dynamic-analysis); probe DYNAMIC_TESTING PRESENT: scripts/induced-failure-readiness.sh induced failure across every declared dependency; scripts/gate-observability.sh observability gate that runs the induced-failure stage; tests/db integration suites against a provisioned database,predicate:evaluate->topic:dynamic-analysis,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
GEN-026,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the surface this ID names (dynamic-analysis); probe DYNAMIC_TESTING PRESENT: scripts/induced-failure-readiness.sh induced failure across every declared dependency; scripts/gate-observability.sh observability gate that runs the induced-failure stage; tests/db integration suites against a provisioned database,predicate:evaluate->topic:dynamic-analysis,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
GEN-027,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the surface this ID names (dynamic-analysis); probe DYNAMIC_TESTING PRESENT: scripts/induced-failure-readiness.sh induced failure across every declared dependency; scripts/gate-observability.sh observability gate that runs the induced-failure stage; tests/db integration suites against a provisioned database,predicate:evaluate->topic:dynamic-analysis,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
GEN-028,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the surface this ID names (dynamic-analysis); probe DYNAMIC_TESTING PRESENT: scripts/induced-failure-readiness.sh induced failure across every declared dependency; scripts/gate-observability.sh observability gate that runs the induced-failure stage; tests/db integration suites against a provisioned database,predicate:evaluate->topic:dynamic-analysis,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
GEN-029,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the security and architecture surface actually present; evidence src/http/plugins/scope-guard.ts scope and role gate; src/http/plugins/step-up.ts step-up gate; src/application/security/authorization-matrix.ts DENY-by-default matrix; src/http/routes 19 route module(s); src/http/openapi/registry.ts declared route registry,predicate:evaluate->security-and-architecture-surface,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
GEN-030,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the surface this ID names (api); probe API PRESENT: src/http/routes 19 route module(s); src/http/openapi/registry.ts declared route registry,predicate:evaluate->topic:api,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
GEN-031,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the surface this ID names (api); probe API PRESENT: src/http/routes 19 route module(s); src/http/openapi/registry.ts declared route registry,predicate:evaluate->topic:api,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
GEN-032,APPLICABLE_AUTOMATABLE,evaluate,"predicate evaluate: decided from the surface this ID names (graphql-grpc); probe GRAPHQL_GRPC ABSENT: no GraphQL or gRPC transport implementation exists: 0 of 250 implementation file(s) under src/, ui/ and db/ import a matching module (708 import specifier(s) read) and 0 of 11 runtime dependencies match",predicate:evaluate->topic:graphql-grpc,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
GEN-033,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the surface this ID names (api); probe API PRESENT: src/http/routes 19 route module(s); src/http/openapi/registry.ts declared route registry,predicate:evaluate->topic:api,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
GEN-034,APPLICABLE_AUTOMATABLE,evaluate,"predicate evaluate: decided from the surface this ID names (mobile); probe MOBILE ABSENT: no mobile, iOS, Android or desktop application implementation exists: 0 of 250 implementation file(s) under src/, ui/ and db/ import a matching module (708 import specifier(s) read) and 0 of 11 runtime dependencies match",predicate:evaluate->topic:mobile,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
GEN-035,APPLICABLE_AUTOMATABLE,evaluate,"predicate evaluate: decided from the surface this ID names (mobile); probe MOBILE ABSENT: no mobile, iOS, Android or desktop application implementation exists: 0 of 250 implementation file(s) under src/, ui/ and db/ import a matching module (708 import specifier(s) read) and 0 of 11 runtime dependencies match",predicate:evaluate->topic:mobile,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
GEN-036,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the security and architecture surface actually present; evidence src/http/plugins/scope-guard.ts scope and role gate; src/http/plugins/step-up.ts step-up gate; src/application/security/authorization-matrix.ts DENY-by-default matrix; src/http/routes 19 route module(s); src/http/openapi/registry.ts declared route registry,predicate:evaluate->security-and-architecture-surface,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
GEN-037,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the surface this ID names (service); probe SERVICE PRESENT: src/infrastructure/main.ts packaged entry point,predicate:evaluate->topic:service,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
GEN-038,APPLICABLE_AUTOMATABLE,evaluate,"predicate evaluate: decided from the surface this ID names (serverless); probe SERVERLESS ABSENT: no serverless framework or function runtime implementation exists: 0 of 250 implementation file(s) under src/, ui/ and db/ import a matching module (708 import specifier(s) read) and 0 of 11 runtime dependencies match",predicate:evaluate->topic:serverless,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
GEN-039,APPLICABLE_AUTOMATABLE,evaluate,"predicate evaluate: decided from the surface this ID names (container); probe CONTAINER ABSENT: no container build definition exists anywhere in the tracked tree (measured: 0 files named Dockerfile, Containerfile or docker-compose*), and the published identity records oci_image.status = BLOCKED_ON_IMPLEMENTATION; docs/release/supported-formats.md records container-format support as NOT claimed",predicate:evaluate->topic:container,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
GEN-040,APPLICABLE_AUTOMATABLE,evaluate,"predicate evaluate: decided from the surface this ID names (container); probe CONTAINER ABSENT: no container build definition exists anywhere in the tracked tree (measured: 0 files named Dockerfile, Containerfile or docker-compose*), and the published identity records oci_image.status = BLOCKED_ON_IMPLEMENTATION; docs/release/supported-formats.md records container-format support as NOT claimed",predicate:evaluate->topic:container,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-005
GEN-041,APPLICABLE_AUTOMATABLE,evaluate,"predicate evaluate: decided from the surface this ID names (mobile); probe MOBILE ABSENT: no mobile, iOS, Android or desktop application implementation exists: 0 of 250 implementation file(s) under src/, ui/ and db/ import a matching module (708 import specifier(s) read) and 0 of 11 runtime dependencies match",predicate:evaluate->topic:mobile,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
GEN-042,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the surface this ID names (dynamic-analysis); probe DYNAMIC_TESTING PRESENT: scripts/induced-failure-readiness.sh induced failure across every declared dependency; scripts/gate-observability.sh observability gate that runs the induced-failure stage; tests/db integration suites against a provisioned database,predicate:evaluate->topic:dynamic-analysis,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
GEN-043,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the security and architecture surface actually present; evidence src/http/plugins/scope-guard.ts scope and role gate; src/http/plugins/step-up.ts step-up gate; src/application/security/authorization-matrix.ts DENY-by-default matrix; src/http/routes 19 route module(s); src/http/openapi/registry.ts declared route registry,predicate:evaluate->security-and-architecture-surface,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
GEN-044,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the security and architecture surface actually present; evidence src/http/plugins/scope-guard.ts scope and role gate; src/http/plugins/step-up.ts step-up gate; src/application/security/authorization-matrix.ts DENY-by-default matrix; src/http/routes 19 route module(s); src/http/openapi/registry.ts declared route registry,predicate:evaluate->security-and-architecture-surface,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
GEN-045,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the surface this ID names (dynamic-analysis); probe DYNAMIC_TESTING PRESENT: scripts/induced-failure-readiness.sh induced failure across every declared dependency; scripts/gate-observability.sh observability gate that runs the induced-failure stage; tests/db integration suites against a provisioned database,predicate:evaluate->topic:dynamic-analysis,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
GEN-046,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the surface this ID names (dynamic-analysis); probe DYNAMIC_TESTING PRESENT: scripts/induced-failure-readiness.sh induced failure across every declared dependency; scripts/gate-observability.sh observability gate that runs the induced-failure stage; tests/db integration suites against a provisioned database,predicate:evaluate->topic:dynamic-analysis,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
GEN-047,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the surface this ID names (output-encoding); probe INTERFACE PRESENT: ui/src/routes 27 rendered route module(s); src/http/routes,predicate:evaluate->topic:output-encoding,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
GEN-048,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the surface this ID names (api); probe API PRESENT: src/http/routes 19 route module(s); src/http/openapi/registry.ts declared route registry,predicate:evaluate->topic:api,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
GEN-049,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the surface this ID names (input-validation); probe API PRESENT: src/http/routes 19 route module(s); src/http/openapi/registry.ts declared route registry,predicate:evaluate->topic:input-validation,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
GEN-050,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the surface this ID names (auth); probe AUTH PRESENT: src/http/plugins/scope-guard.ts scope and role gate; src/http/plugins/step-up.ts step-up gate; src/application/security/authorization-matrix.ts DENY-by-default matrix,predicate:evaluate->topic:auth,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
GEN-051,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the surface this ID names (auth); probe AUTH PRESENT: src/http/plugins/scope-guard.ts scope and role gate; src/http/plugins/step-up.ts step-up gate; src/application/security/authorization-matrix.ts DENY-by-default matrix,predicate:evaluate->topic:auth,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
GEN-052,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the surface this ID names (auth); probe AUTH PRESENT: src/http/plugins/scope-guard.ts scope and role gate; src/http/plugins/step-up.ts step-up gate; src/application/security/authorization-matrix.ts DENY-by-default matrix,predicate:evaluate->topic:auth,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
GEN-053,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the security and architecture surface actually present; evidence src/http/plugins/scope-guard.ts scope and role gate; src/http/plugins/step-up.ts step-up gate; src/application/security/authorization-matrix.ts DENY-by-default matrix; src/http/routes 19 route module(s); src/http/openapi/registry.ts declared route registry,predicate:evaluate->security-and-architecture-surface,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
GEN-054,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the surface this ID names (incident); probe INCIDENT PRESENT: docs/runbooks/operations/incident-response.md incident procedure; config/alerts/catalogue.json 20 alert rows with runbooks,predicate:evaluate->topic:incident,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
GEN-055,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the surface this ID names (stateful); probe PERSISTENCE PRESENT: db/migrations 34 migration(s); src/adapters/persistence,predicate:evaluate->topic:stateful,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
GEN-056,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the surface this ID names (observability); probe OBSERVABILITY PRESENT: config/metrics/catalogue.json 42 metric families; config/alerts/catalogue.json 20 alert rows; config/slo/objectives.json 5 objective(s),predicate:evaluate->topic:observability,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
GEN-057,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the surface this ID names (crypto); probe CRYPTO PRESENT: src/adapters/crypto/local-key-provider.ts key material and signing primitives; src/application/security/webhook-gate.ts webhook signature verification; src/adapters/persistence/webhook-bindings.ts stored webhook bindings,predicate:evaluate->topic:crypto,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
GEN-058,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the surface this ID names (crypto); probe CRYPTO PRESENT: src/adapters/crypto/local-key-provider.ts key material and signing primitives; src/application/security/webhook-gate.ts webhook signature verification; src/adapters/persistence/webhook-bindings.ts stored webhook bindings,predicate:evaluate->topic:crypto,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
GEN-059,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the surface this ID names (configurable); probe CONFIGURABLE PRESENT: config/environment/schema.json 43 classified key(s); config/environment/required.json required set per class and role,predicate:evaluate->topic:configurable,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
GEN-060,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the security and architecture surface actually present; evidence src/http/plugins/scope-guard.ts scope and role gate; src/http/plugins/step-up.ts step-up gate; src/application/security/authorization-matrix.ts DENY-by-default matrix; src/http/routes 19 route module(s); src/http/openapi/registry.ts declared route registry,predicate:evaluate->security-and-architecture-surface,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
GEN-061,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the surface this ID names (configurable); probe CONFIGURABLE PRESENT: config/environment/schema.json 43 classified key(s); config/environment/required.json required set per class and role,predicate:evaluate->topic:configurable,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
GEN-062,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the security and architecture surface actually present; evidence src/http/plugins/scope-guard.ts scope and role gate; src/http/plugins/step-up.ts step-up gate; src/application/security/authorization-matrix.ts DENY-by-default matrix; src/http/routes 19 route module(s); src/http/openapi/registry.ts declared route registry,predicate:evaluate->security-and-architecture-surface,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
GEN-063,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the surface this ID names (observability); probe OBSERVABILITY PRESENT: config/metrics/catalogue.json 42 metric families; config/alerts/catalogue.json 20 alert rows; config/slo/objectives.json 5 objective(s),predicate:evaluate->topic:observability,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-019
GEN-064,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the surface this ID names (deployable); probe DEPLOYABLE PRESENT: deploy/staging/README.md staging procedure; DEPLOYMENT.md deployment contract,predicate:evaluate->topic:deployable,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-005
GEN-065,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the surface this ID names (configurable); probe CONFIGURABLE PRESENT: config/environment/schema.json 43 classified key(s); config/environment/required.json required set per class and role,predicate:evaluate->topic:configurable,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-005
GEN-066,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the surface this ID names (dynamic-analysis); probe DYNAMIC_TESTING PRESENT: scripts/induced-failure-readiness.sh induced failure across every declared dependency; scripts/gate-observability.sh observability gate that runs the induced-failure stage; tests/db integration suites against a provisioned database,predicate:evaluate->topic:dynamic-analysis,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-005
GEN-067,APPLICABLE_AUTOMATABLE,evaluate,"predicate evaluate: decided from the surface this ID names (container); probe CONTAINER ABSENT: no container build definition exists anywhere in the tracked tree (measured: 0 files named Dockerfile, Containerfile or docker-compose*), and the published identity records oci_image.status = BLOCKED_ON_IMPLEMENTATION; docs/release/supported-formats.md records container-format support as NOT claimed",predicate:evaluate->topic:container,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-005
GEN-068,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the security and architecture surface actually present; evidence src/http/plugins/scope-guard.ts scope and role gate; src/http/plugins/step-up.ts step-up gate; src/application/security/authorization-matrix.ts DENY-by-default matrix; src/http/routes 19 route module(s); src/http/openapi/registry.ts declared route registry,predicate:evaluate->security-and-architecture-surface,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
GEN-069,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the surface this ID names (service); probe SERVICE PRESENT: src/infrastructure/main.ts packaged entry point,predicate:evaluate->topic:service,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
GEN-070,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the surface this ID names (api); probe API PRESENT: src/http/routes 19 route module(s); src/http/openapi/registry.ts declared route registry,predicate:evaluate->topic:api,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
GEN-071,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the surface this ID names (configurable); probe CONFIGURABLE PRESENT: config/environment/schema.json 43 classified key(s); config/environment/required.json required set per class and role,predicate:evaluate->topic:configurable,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
GEN-072,APPLICABLE_AUTOMATABLE,evaluate,predicate evaluate: decided from the surface this ID names (supply-chain); probe SUPPLY_CHAIN PRESENT: scripts/dependency-audit.sh advisory scan and CycloneDX SBOM; package-lock.json locked dependency set,predicate:evaluate->topic:supply-chain,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-004
